Herrera 575;Inst. Sta. María del Rosario;I Sta María del Rosario;4307-5042;4;BARRACAS;-58.3784;-34.6362
Avda. Vélez Sársfield 1351;Inst. Sagrado Corazón;I Sagrado Corazón;4301-9375/0142;4;BARRACAS;-58.3893;-34.6505
Avda. Brasil 882;Hogar Maternal 02 Felicia Ramón de Palacios;Hogar Maternal 2 F R de Palacio;4300-0730/0431;1;CONSTITUCION;-58.377;-34.6268
Santa María del Buen Aire 953;Inst. Ntra. Sra. del Buen Consejo;I Ntra Sra del Buen Consejo;4301-1780;4;BARRACAS;-58.3811;-34.6543
Avda. Caseros 2776;Inst. La Inmaculada;I La Inmaculada;4914-0961/8721 4911-4096;4;PARQUE PATRICIOS;-58.4017;-34.6366
Cachi 724;Inst. Ntra. Sra. de la Divina Providencia;I Ntra Sra de la Divina Providencia;4911-2654;4;NUEVA POMPEYA;-58.4112;-34.6511
Alberto Einstein 599;Inst. San Vicente de Paul;I San Vicente de Paul;4911-0783;4;NUEVA POMPEYA;-58.4124;-34.6523
Avda. San Isidro Labrador 4640;Inst. San Isidro Labrador;I San Isidro Labrador;4702-6286;12;SAAVEDRA;-58.4746;-34.5422
Amenábar 2972;Inst. Privado David Wolfsohn;I Priv David Wolfsohn;4545-6020;13;NUÑEZ;-58.465;-34.5558
Gorriti 4073;Inst. Federico Dominick;I Federico Dominick;4824-3117 4861-2369;14;PALERMO;-58.4225;-34.5952
Sarmiento 3711;Inst. Dulce de Leche;I Dulce de Leche;4865-5035;5;ALMAGRO;-58.4173;-34.6053
Avda. San Juan 983;Colegio Esteban Echeverría;Col E Echeverría;4300-5032/2147;1;CONSTITUCION;-58.3794;-34.622
Sarandí 735;Inst. Euskal-Echea;I Euskal-Echea;4942-7565 4308-5401/04;3;BALVANERA;-58.3946;-34.6175
Avda. Entre Ríos 1428;Inst. José Manuel Estrada;I Jose Manuel Estrada;4304-0576 4306-6068;1;CONSTITUCION;-58.3908;-34.6253
Avda. Entre Ríos 1974;Inst. Prebístero Manuel Alberti;I Prebístero Manuel Alberti;4305-0313;1;CONSTITUCION;-58.3905;-34.6312
Avda. Independencia 2140;Inst. Ntra. Sra. del Huerto;I Ntra Sra del Huerto;4942-4585/0583;3;SAN CRISTOBAL;-58.3965;-34.6186
Carlos Calvo 922;Inst. Jesús María de San Vicente de Paul;I Jesús María de San Vicente de Paul;4300-2468/3172;1;CONSTITUCION;-58.379;-34.6198
Solís 252;Colegio Don Bosco;Col Don Bosco;4372-9525/7692;1;MONTSERRAT;-58.3903;-34.612
Helguera 2333;Inst. Privado La Escuela de Hilel;I Priv La Esc. de Hilel;4504-1908;11;VILLA DEL PARQUE;-58.4879;-34.6078
Larrea 1208;Jardín de Los Robles;J de los Robles;;2;RECOLETA;-58.4007;-34.5935
Moliere 760;Girasoles Escuela Activa;Girasoles Escuela Activa;4567-2155;10;VELEZ SARSFIELD;-58.5058;-34.6318
Bartolomé Mitre 1655;Inst. Sta. Rosa;I Sta Rosa;4372-2959;1;SAN NICOLAS;-58.39;-34.6078
Echeverría 3361;Inst. San Brendano;I San Brendano;4555-5002;13;BELGRANO;-58.4654;-34.5685
Ayacucho 474;Inst. Corazón de Jesus;I Corazón de Jesús;4953-2801 4954-5587;3;BALVANERA;-58.3955;-34.6036
Riobamba 1159;Escuela Argentina Modelo;Esc Argentina Modelo;4811-2705;2;RECOLETA;-58.3944;-34.5952
24 de Noviembre 997;Inst. Secundario El Taller;I Sec El Taller;4957-1907;3;SAN CRISTOBAL;-58.4107;-34.6226
Yapeyú 197;Inst. Superior del Prof. Don Bosco;I Sup del Prof Don Bosco;4981-1337;5;ALMAGRO;-58.4218;-34.6144
Humberto I° 3046;Colegio Argentino Arabe;Col Argentino Arabe;4932-5188;3;SAN CRISTOBAL;-58.408;-34.6234
Venezuela 3648;Inst. de Educación. Especial Essere;I de Educ. Especial Essere;4982-9269;5;ALMAGRO;-58.4175;-34.6176
Agrelo 3668;Inst. Educativo Huellas;I Educ Huellas;4931-8049;5;ALMAGRO;-58.4177;-34.6187
Carlos Calvo 3850;Escuela Generacion del Futuro;Esc Generación del Futuro;4957-6344;5;BOEDO;-58.4198;-34.6247
Moreno 3299;Cosme Marin;Cosme Marín;4956-2039;3;BALVANERA;-58.4127;-34.614
Avda. Hipólito Yrigoyen 3700;Inst. Intengral de Educación;I Integral de Educación;4867-3701;5;ALMAGRO;-58.4185;-34.6144
Avda. Juan de Garay 2715;Escuela Nueva Esperanza;Esc Nueva Esperanza;4941-0103/7174;3;SAN CRISTOBAL;-58.4028;-34.6287
24 de Noviembre 997;Inst. Primera Escuela Privada de Psicología;I Primera Esc. Priv. de Psicología;4957-1907 4931-0200;3;SAN CRISTOBAL;-58.4107;-34.6226
Yapeyú 582;Jardín Materno Infantil Amanecer;JMI Amanecer;4982-9707 4981-4104;5;ALMAGRO;-58.4214;-34.6187
Avda. Rivadavia 4641;Inst. Guillermo Rawson;I Guillermo Rawson;4901-1234;6;CABALLITO;-58.4313;-34.6159
Almte. Francisco J. Seguí 863;Inst. Monseñor Dillon;I Mons Dillon;4581-4159 4584-5565;6;CABALLITO;-58.4564;-34.6145
Espinosa 1220;Inst. Redemptrix Captivorum;I Redemptrix Captivorum;4581-1724;6;CABALLITO;-58.4535;-34.6094
Luis Viale 420;Inst. Regina Virginum Adoratrices;I Regina Virginum Adoratrices;4854-0417;15;VILLA CRESPO;-58.447;-34.6043
Avda. Angel Gallardo y Leopoldo Marechal;Inst. Privado Divino Rostro;I Priv Divino Rostro;4982-5277;6;CABALLITO;-58.4386;-34.6054
Acevedo 357;Colegio Buenos Aires S.R.L.;Col Buenos Aires;4854-3882;15;VILLA CRESPO;-58.4413;-34.5988
Avda. Gaona 2068;Inst. Sta. Brígida;I Sta Brígida;4581-1268;6;CABALLITO;-58.4565;-34.6129
Migueletes 2039;Inst. San Román;I San Román;4784-2585;13;BELGRANO;-58.4461;-34.5566
3 de Febrero 1750;Colegio Mayor;Col Mayor;4783-1712;13;BELGRANO;-58.4493;-34.5627
Arias 2915;Inst. Divina Providencia;I Divina Providencia;4702-8270;12;SAAVEDRA;-58.4783;-34.5439
Roque Pérez 2786;Inst. Ntra. Sra. del Carmen;I Ntra Sra del Carmen;4542-4697;12;COGHLAN;-58.4729;-34.5624
Manuela Pedraza 3850;Inst. Sta. Clara de Asís;I Sta Clara de Asís;4541-9911;12;COGHLAN;-58.479;-34.5586
Cap. Gral. Ramón Freire 1824;Inst. Pestalozzi;I Pestalozzi;4552-0670;13;BELGRANO;-58.4623;-34.5692
Avda. Monroe 3021;Escuela Argentina General Belgrano;Esc Arg General Belgrano;4543-4673;13;BELGRANO;-58.4658;-34.5616
Ramsay 2251;Escuela Italiana Cristóforo Colombo;Esc Italiana Cristóforo Colombo;4786-3505/3556 4781-0060;13;BELGRANO;-58.4411;-34.5506
Dr. Juan Felipe Aranguren 1352;Inst. Suyay;I Suyay;4431-8576;6;CABALLITO;-58.4513;-34.6182
Dr. Gregorio Aráoz Alfaro 373;Escuela del Nuevo Sol;Esc del Nuevo Sol;4903-4378 4904-0772;6;CABALLITO;-58.4361;-34.6154
Bogotá 123;Escuela del Parque;Esc del Parque;4958-6052/6100;6;CABALLITO;-58.4333;-34.613
Eduardo Acevedo 560;Inst. Privado Tierra Nueva;I Priv Tierra Nueva;4982-1565;6;CABALLITO;-58.4327;-34.6095
Azcuénaga 1630;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4805-5478/6703;2;RECOLETA;-58.3973;-34.5902
Azcuénaga 1654;Hogar Casa de Misericordia;Hogar Casa de Misericordia;4805-9465;2;RECOLETA;-58.3971;-34.5899
Agüero 2320;Colegio San Agustín;Col San Agustín;4802-4724;2;RECOLETA;-58.4;-34.5863
Arroyo 931;Inst. Incorporado Josefa Capdevilla de Gutiérrez;I Incorp J Capdevilla de Gutiérrez;4393-9918;1;RETIRO;-58.3806;-34.5914
Tte. Gral. Juan Domingo Perón 2169;Inst. Privado Escuela Cangallo;I Priv Escuela Cangallo;4953-0626/2657;3;BALVANERA;-58.3974;-34.6071
José A. Pacheco de Melo 2455;Inst. María Bianchi de Copello;I María Bianchi de Copello;4806-9135;2;RECOLETA;-58.3992;-34.588
José A. Pacheco de Melo 2300;Inst. San Pablo;I San Pablo;4805-8033;2;RECOLETA;-58.3969;-34.5894
Viamonte 318;Inst. Parroquial de la Merced;I P de la Merced;4312-5771;1;SAN NICOLAS;-58.3717;-34.5997
Tte. Gral. Juan Domingo Perón 2239;Inst. Oral Modelo;I Oral Modelo;4801-7660/8884;3;BALVANERA;-58.3984;-34.6072
Castex 3348;Inst. Bayard;I Bayard;4803-0902;14;PALERMO;-58.4056;-34.5782
Avda. Rivadavia 6028;Inst. Argentino Excelsior;I Arg Excelsior;4431-0561/9290;6;CABALLITO;-58.4503;-34.6244
Avda. Directorio 29;Inst. Calasanz;I Calasanz;4922-0502;6;CABALLITO;-58.4272;-34.6269
Hipólito Yrigoyen 4034;Inst. Cardoso;I Cardoso;4981-2323;5;ALMAGRO;-58.4236;-34.6149
Avda. La Plata 82;Inst. del Profesorado Sagrado Corazón;I del Prof. Sagrado Corazón;4983-4569;5;ALMAGRO;-58.4288;-34.616
Víctor Martínez 81;Inst. Gral. Justo Jose de Urquiza;I Gral Justo José de Urquiza;4988-0010;6;CABALLITO;-58.4452;-34.6236
Avda. Rivadavia 5652;Inst. Marianista;I Marianista;4988-0774/75;6;CABALLITO;-58.445;-34.6223
Senillosa 568;Inst. Sta. María;I Sta María;4921-7265;6;CABALLITO;-58.4289;-34.6233
Hipólito Yrigoyen 4350;Inst. Sagrado Corazón;I Sagrado Corazón;4983-0033;5;ALMAGRO;-58.4279;-34.6152
Avda. Juan de Garay 4353;Inst. María Auxiliadora;I María Auxiliadora;4923-2109;5;BOEDO;-58.4249;-34.6322
México 4050;Inst. San Antonio;I San Antonio;4931-2139 4956-0542;5;ALMAGRO;-58.4232;-34.6204
Avda. Rivadavia 5672;Colegio San Cirano;Col San Cirano;4431-7069 4432-0077;6;CABALLITO;-58.4454;-34.6225
Cnel. Ramón L. Falcón 1551;Escuela Hogar Dr. Miguel V. Loureyro;Esc Hogar Dr M V Loureyro;4632-0461;6;CABALLITO;-58.4505;-34.6253
Avda. Juan Bautista Alberdi 1679;Inst. Antonio Provolo;I Antonio Provolo;4633-1706;6;CABALLITO;-58.4525;-34.6275
Víctor Martínez 62;Inst. Monseñor Sabelli;I Mons Sabelli;4431-0052;6;CABALLITO;-58.4452;-34.6232
Avda. Rivadavia 4118;Inst. America del Sur;I America del Sur;4981-3339;5;ALMAGRO;-58.4239;-34.6129
Avda. Rivadavia 4044;Alberto Schweitzer;A Schweitzer;4981-4290 4983-6924;5;ALMAGRO;-58.4228;-34.6125
Avda. Pedro Goyena 1345;Colegio Canadá;Col Canadá;4432-5776/3710;6;CABALLITO;-58.4463;-34.6272
Talcahuano 1260;Inst. Jesús María;I Jesús María;4811-2724 5239-3066;1;RETIRO;-58.3861;-34.5938
Paraguay 1419;Inst. Privado del Inmaculado Corazón de María Adoratrices;Inmaculado Corazón de María;4812-1071 4813-5224;2;RECOLETA;-58.3873;-34.5982
Arenales 2065;Colegio La Anunciata;Col La Anunciata;4823-4948 4827-1476;2;RECOLETA;-58.3967;-34.5944
Avda. Raúl Scalabrini Ortiz 2999;Inst. Sta. Teresa de Jesus;I Sta Teresa de Jesús;4801-5354;14;PALERMO;-58.4111;-34.5822
Paraguay 1252;Inst. Constanza Ramos Mejía de Bunge;I C Ramos Mejía de Bunge;4816-1549;1;RETIRO;-58.3848;-34.5982
Montevideo 467;Inst. Argentino de Enseñanza Secundaria;I Arg de Enseñanza Secundaria;4372-4491;1;SAN NICOLAS;-58.3893;-34.6035
Vicente López 1969;Inst. Ntra. Sra. del Pilar;I Ntra Sra del Pilar;4807-3641;2;RECOLETA;-58.3927;-34.5893
Avda. Pte. Figueroa Alcorta 3380;Inst. San Martín de Tours;I San Martín de Tours;4802-9192;14;PALERMO;-58.4035;-34.578
Paraná 56;Escuela Parroquial La Piedad;Esc Parroquial La Piedad;4383-9765;1;SAN NICOLAS;-58.3878;-34.6084
Jerónimo Salguero 2969;Inst. Bayard;I Bayard;4803-0902/0839;14;PALERMO;-58.4062;-34.5781
Azcuénaga 736;Inst. Integral Talpiot;I Integral Talpiot;4962-2390 4961-3610;3;BALVANERA;-58.4012;-34.6005
Avda. Ortiz de Ocampo 2840;Colegio San Martín de Tours;Col San Martín de Tours;4807-1212;14;PALERMO;-58.4032;-34.5801
Junín 1063;Inst. Católico de Estudios Sociales;I Católico de Est. Sociales;5236-4136;2;RECOLETA;-58.3973;-34.5963
Avda. Callao 262;Escuela Superior de Seguridad e Higiene Industrial;E Sup Seguridad e Higiene Industrial;4375-0104;3;BALVANERA;-58.3923;-34.6061
Montevideo 1050;Inst. Superior Marista;I Sup Marista;4816-5640;2;RECOLETA;-58.3901;-34.5968
Montevideo 467;Inst. Argentino de Enseñanza Superior (IADES);IADES;4372-4491;1;SAN NICOLAS;-58.3893;-34.6035
Rodríguez Peña 628;Escuela de Periodismo Deportivo;E de Periodismo Deportivo;5032-9097/99;1;SAN NICOLAS;-58.3915;-34.6016
Tucumán 1647;Inst. Superior de ASIMRA;I Sup de ASIMRA;4371-1770;1;SAN NICOLAS;-58.3903;-34.6017
Pte. José Evaristo Uriburu 1045;Inst. de Estudios Superiores de Buenos Aires;I de Est Superiores de BA;4822-6824/27;2;RECOLETA;-58.3986;-34.5962
Marcelo T. de Alvear 1155;Inst. Incorporado A.B.M.;I Incorp. A.B.M.;4816-1314/4387;1;RETIRO;-58.3836;-34.5968
Lavalle 1838;Universitas Estudios Superiores;Universitas Estudios Superiores;4374-2230 4373-3199;3;BALVANERA;-58.3931;-34.6033
Uruguay 57;Fundación Altos Est. de Ciencias Comerciales;Fund Altos Est de Ciencias Comerciales;4124-4700;1;SAN NICOLAS;-58.3862;-34.6081
Bartolomé Mitre 970;Inst. Raul Scalabrini Ortiz;I Raul Scalabrini Ortiz;4342-2357;1;SAN NICOLAS;-58.3802;-34.6073
Pte. José Evaristo Uriburu 1222;Escuela Arco Iris;Esc Arco Iris;4824-4697 4822-1320;2;RECOLETA;-58.3981;-34.5941
Avda. Córdoba 1739;Inst. Inmaculada Concepción de María;I Inm Concepción de María;5238-1874;2;RECOLETA;-58.3921;-34.5995
Calle 5 y 8 (Retiro );Inst. Comunidad Filii Dei;I Comunidad Filii Dei;4312-2348;1;RETIRO;-58.3768;-34.5833
Guido 1880;Colegio Las Cumbres;Col Las Cumbres;4801-6139/1776;2;RECOLETA;-58.3908;-34.5895
Juncal 2623;Inst. Colegio San Tarsicio;I San Tarsicio;4822-2150;2;RECOLETA;-58.4034;-34.5901
Avda. Córdoba 1555;Inst. Superior de Capacitacion Hotelera C.E.N.C.A.P;I Sup de Capac Hotelera CENCAP;4815-1513;2;RECOLETA;-58.389;-34.5993
Tucumán 2030;Inst. Modelo Abraham Lincoln;I Modelo Abraham Lincoln;4373-2616;3;BALVANERA;-58.3961;-34.6023
Avda. Callao 67;Inst. Nueva Escuela de Diseño y Decoración;I Nva Esc de Diseño y Decoración;4371-4540 4373-1377;1;SAN NICOLAS;-58.3918;-34.6084
Avda. Corrientes 1994 / 96;Inst. C.E.P.E.C;I C.E.P.E.C;4953-7099/2831;3;BALVANERA;-58.3951;-34.6047
Virrey del Pino 3541;Inst. Anunciación de María;I Anunciación de María;4552-5068;13;BELGRANO;-58.4652;-34.5728
Mcal. Antonio José de Sucre 2824;Nueva Escuela Argentina 2000;Nva Esc Argentina 2000;4784-3413 4781-5686;13;BELGRANO;-58.4589;-34.5663
Superi 2132;Jardín de Infantes ABC;JI  ABC;4544-5761;13;BELGRANO;-58.4669;-34.5676
Iberá 2351;Inst. de Enseñanza Gral. San Martin;I de Enseñanza Gral San Martín;4703-3589;13;NUÑEZ;-58.464;-34.5531
Ramsay 2131;Liceo Franco Argentino Jean Mermoz;L Franco Argentino J Mermoz;4781-6054 al 56;13;BELGRANO;-58.4401;-34.5517
Avda. Congreso 3377;Inst. Educativo Moruli;I Educ Moruli;4545-1900;12;COGHLAN;-58.4724;-34.5605
Virrey del Pino 3299;Inst. Leonardo Sworn;I Leonardo Sworn;4552-2498;13;BELGRANO;-58.462;-34.571
Planes 1150;Inst. Modelo Proyecto 2000;I Modelo Proyecto 2000;4432-8299;6;CABALLITO;-58.4498;-34.6124
Gral. Venancio Flores 65;Escuela de la Paz;Esc de la Paz;4904-3033;6;CABALLITO;-58.4315;-34.6138
José Bonifacio 1075;Inst. Saint Exupery;I Saint Exupery;4433-2769;6;CABALLITO;-58.4426;-34.6279
Avda. Juan Bautista Alberdi 1577;Inst. Educativo Modelo;I Educ Modelo;4432-1150;6;CABALLITO;-58.4505;-34.6265
Avda. Belgrano 4299;Fundación Gutenberg Inst. Arg. de Artes Graficas;I Arg de Artes Gráficas;4981-5389;5;ALMAGRO;-58.4272;-34.616
Víctor Martínez 1739;Escuela Miguel Hernandez;Esc Miguel Hernández;4925-1627/3638;7;PARQUE CHACABUCO;-58.4389;-34.6399
José Marmol 415;Amiguitos;Amiguitos;4981-3244;5;ALMAGRO;-58.4259;-34.6183
José Mármol 780;Colegio de Las Victorias;Col de Las Victorias;4931-1233;5;BOEDO;-58.4248;-34.6229
Avda. La Plata 1125;Puente Azul;Puente Azul;4923-4275 4926-0446;7;PARQUE CHACABUCO;-58.4265;-34.6287
Avelino Díaz 324;Escuela de Formacion Educativa y Deportiva Infantil;E F Educativa y Deportiva;4921-4287 4924-0048;7;PARQUE CHACABUCO;-58.4252;-34.635
Doblas 380 / 382;Doblas Kindergarten Cecilia A. Mc'Allister;Doblas Kindergarten;4902-2494/2829;6;CABALLITO;-58.431;-34.6207
José Marmol 679;Escuela Infantil Inst. La Torrecita;EI La Torrecita;4983-2963;5;ALMAGRO;-58.4254;-34.6214
Riglos 557;Jardín de Infantes Aquí estoy;JI Aquí estoy;4925-0257;6;CABALLITO;-58.4364;-34.6252
Thames 2246;Colegio Beth;Col Beth;4899-0205/06;14;PALERMO;-58.4248;-34.5835
Avda. Luis M. Campos 898;Colegio Esclavas del Sagrado Corazón de Jesús;Esclavas del S Corazón de Jesús;4771-0890 4773-1161;14;PALERMO;-58.4374;-34.5686
Avda. Cabildo 1333;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4784-5209;13;BELGRANO;-58.4492;-34.5675
Montañeses 1936;Inst. Superior Porteño Virgen del Pilar;I Sup Porteño Virgen del Pilar;4783-1856/0527;13;BELGRANO;-58.4477;-34.559
Castillo 767;Inst. Religiosas de San José;I Religiosas de San José;4777-0896;15;VILLA CRESPO;-58.4363;-34.5931
Avda. Dorrego 2124;Inst. Leon XIII;I Leon XIII;4771-9873/74;14;PALERMO;-58.4398;-34.5782
Soler 5942;Inst. Fasta Caterina;I Fasta Caterina;4771-6523 4777-2031;14;PALERMO;-58.4361;-34.5782
Jorge Luis Borges 1883;Centro Educativo San Francisco Javier;CE San Francisco Javier;4831-0233;14;PALERMO;-58.4273;-34.587
Céspedes 3172;Inst. Compañía de María;I Compañía de María;4552-3317/6628;13;COLEGIALES;-58.4529;-34.5759
Avda. Raúl Scalabrini Ortiz 2840;Inst. Lange Ley;I Lange Ley;4804-7412/9942/6850;14;PALERMO;-58.413;-34.5831
Arce 322;Inst. Hogar San Benito;I Hogar San Benito;4772-6571;14;PALERMO;-58.4308;-34.5711
Avda. Federico Lacroze 2950;Inst. Patronato Español Virgen de Pilar;I Patronato Español Virgen de Pilar;4552-0720;13;COLEGIALES;-58.4479;-34.5755
Bonpland 1999;Inst. Obra de la Conservación de la Fe Colegio F. Faa Di Bruno;I O C Fe Col Faa Di Bruno;4771-1975;14;PALERMO;-58.4345;-34.5811
Conesa 618;Escuela San Andres;Esc San Andres;4553-5310;13;COLEGIALES;-58.447;-34.5753
Darregueyra 2445;Inst. San Ambrosio;I San Ambrosio;4773-7442 4899-0577;14;PALERMO;-58.4241;-34.5806
Avda. Santa Fe 4320;Inst. Ambrosio Tognoni;I Ambrosio Tognoni;4773-3216;14;PALERMO;-58.4229;-34.5806
11 de Septiembre de 1888 1240;Inst. Esquiú;I Esquiú;4784-3222;14;PALERMO;-58.4443;-34.567
Armenia 1353;Inst. San Gregorio El Iluminador;I San Gregorio El Iluminador;4772-8174/3558;14;PALERMO;-58.4307;-34.5919
Ciudad de la Paz 1282;Inst. Hans Christian Andersen;I Hans Christian Andersen;4783-8067/5966;13;COLEGIALES;-58.4507;-34.569
Avda. Federico Lacroze 1973;Inst. Washington School;I Washington School;4773-2122;14;PALERMO;-58.4413;-34.566
Olleros 2283;Colegio Lincoln;Col Lincoln;4778-1997/7169;14;PALERMO;-58.4429;-34.5691
3 de Febrero 760;Inst. Sta. María de Luján;I Sta María de Luján;4773-4125/0701;14;PALERMO;-58.4404;-34.5711
Avda. Luis M. Campos 1582;Inst. Argentino de la Audición y el Lenguaje;I Arg de Audición y Lenguaje;4784-6211;13;BELGRANO;-58.4445;-34.5623
Concepción Arenal 2357;Colegio Corazon de Jesus;Col Corazón de Jesús;4771-0208;14;PALERMO;-58.4366;-34.5737
Crámer 450;Escuela del Sol;Esc del Sol;4553-6009/6351;13;COLEGIALES;-58.4445;-34.5749
Avda. Jorge Newbery 2880;Inst. Virgen del Valle;I Virgen del Valle;4553-9715;13;COLEGIALES;-58.4444;-34.576
Armenia 2362;Colegio Integral Martín Buber;Col Integral M Buber;4831-6000;14;PALERMO;-58.4203;-34.5847
Armenia 1322;Inst. Marie Manoogian;I Marie Manoogian;4771-2820/6500;14;PALERMO;-58.4313;-34.5919
Gurruchaga 2444;Inst. Centro de Eduación. Corporal;I Centro Educ. Corporal;4832-0408;14;PALERMO;-58.4209;-34.5829
Valdenegro 3470;Inst. Mi Mañana;I Mi Mañana;4541-7938;12;VILLA URQUIZA;-58.4899;-34.5626
Serrano 1261;Inst. Esteban Agustin Gascon;I E A Gascón;4772-7087;14;PALERMO;-58.4337;-34.5912
Moldes 1469 / 87;Inst. San Mateo;I San Mateo;4784-8360 4783-1110;13;COLEGIALES;-58.4545;-34.5686
Lerma 660;Inst. Génesis;I Génesis;4771-9130 4777-1167;15;VILLA CRESPO;-58.4336;-34.5927
Thames 1078;Inst. W. Pringle Morgan;I W Pringle Morgan;4773-0301;15;VILLA CRESPO;-58.4368;-34.5915
Teodoro García 2449;Inst. Jorge Newbery;I Jorge Newbery;4786-5856;13;COLEGIALES;-58.4462;-34.5701
Charcas 3949;Colegio de los Niños;Col de los Niños;4832-4547 4833-2607;14;PALERMO;-58.4192;-34.5864
Thames 2037;Inst. Palermo Chico;I Palermo Chico;4774-3975;14;PALERMO;-58.4267;-34.5852
Avda. Luis M. Campos 889;Escuela del Caminante;Esc del Caminante;4771-2736/2651;14;PALERMO;-58.4372;-34.5684
Palpa 3773;C.E.P.P.L.A.;CEPPLA;4772-4117;15;CHACARITA;-58.4554;-34.5822
José Antonio Cabrera 5901;Colegio San Francisco Javier;Col San Francisco Javier;4777-5011 al 14;14;PALERMO;-58.4413;-34.5832
Arce 334;Colegio del Arce;Col del Arce;4772-1902;14;PALERMO;-58.4309;-34.571
Uriarte 1152;Colegio Uriarte;Col Uriarte;4773-2477;15;VILLA CRESPO;-58.4368;-34.5905
Ugarteche 3065;Inst. Manantiales;I Manantiales;4806-3939/6893;14;PALERMO;-58.4119;-34.5807
3 de Febrero 801;ICANA Escuela Superior;ICANA Escuela Superior;4772-5104/1082;14;PALERMO;-58.4409;-34.5705
Aguilar 2845;Inst. Psicopedagógico Senderos;I Psicopedagógico Senderos;4551-5624;13;COLEGIALES;-58.4507;-34.5727
Serrano 930;Inst. Ecos;I Ecos;4777-1502;15;VILLA CRESPO;-58.4374;-34.5932
Nicaragua 4739;Inst. Amapola;I Amapola;4831-7596;14;PALERMO;-58.4265;-34.587
Juan María Gutiérrez 3972;Asociación Comunidad Israelita Sefaradí Argentina;A C Israelita Sefaradí  Arg;4804-8918;14;PALERMO;-58.4155;-34.5803
Zapiola 955;La Escuela del Arbol;La Escuela del Arbol;4551-5630;13;COLEGIALES;-58.4511;-34.5745
Olleros 3257;Colegio de Las Estrellas;Col de Las Estrellas;4552-6274;13;COLEGIALES;-58.449;-34.5789
Tte. Benjamín Matienzo 2571;Centro de Investigación Cinematográfica;C I Cinematográfica;4553-5120/2775;14;PALERMO;-58.4412;-34.5741
Cnel. Niceto Vega 4950;El Jardín de los Cerezos;El Jardín de los Cerezos;4773-0944;14;PALERMO;-58.4331;-34.5912
Avda. Jorge Newbery 2909;La Escuelita;La Escuelita;4552-8701 4553-1927;13;COLEGIALES;-58.445;-34.5762
Thames 2472;Colegio Bilingüe Armonia S.R.L.;Col Bilingüe Armonía;4774-8688;14;PALERMO;-58.4223;-34.5815
Avda. Pte. Figueroa Alcorta 5575;Inst. Gral. San Martin;I Gral San Martín;4781-3812;14;PALERMO;-58.4256;-34.5604
Charcas 4446;El Jardín de la Plaza;El Jardin de la Plaza;4774-1058;14;PALERMO;-58.4245;-34.5828
Moldes 2449;Inst. Rabino Jose Caro;I Rabino Jose Caro;4784-6719/1394;13;BELGRANO;-58.4621;-34.5605
Quesada 2602;Escuela de Enf. y Esp. Paramedicas de la Cruz Roja Argentina;E Enf y Esp Paramédicas Cruz Roja;4544-1188/3024;13;NUÑEZ;-58.4653;-34.5555
Zapiola 1680;Inst. San Maximiliano Kolbe;I San Maximiliano Kolbe;4551-5555;13;BELGRANO;-58.4596;-34.5703
Conde 1860;Inst. Bet-el;I Bet-el;4554-3817/3203;13;BELGRANO;-58.4637;-34.5695
Dr. Victorino de la Plaza 1060;Inst. Brotecitos;I Brotecitos;4787-2119;13;BELGRANO;-58.4483;-34.5486
Avda. del Libertador 7395;Inst. José Ingenieros;I Jose Ingenieros;4701-5964/8;13;NUÑEZ;-58.4586;-34.5453
Avda. del Libertador 6115;Inst. Sta. Ana;I Sta Ana;4784-7650/6795;13;BELGRANO;-58.4484;-34.5554
Amenábar 1840;Colegio Internacional de Las Islas;Col Internacional de Las Islas;4787-2294 4784-6434;13;BELGRANO;-58.4565;-34.5657
Avda. del Libertador 7801;Inst. Superior de Educación Física Infantil Hugo Quinn;I Sup de Educ Física Infantil;4702-7796/99/3766;13;NUÑEZ;-58.4619;-34.5426
Arribeños 2871;Inst. Belgrano Uno;I Belgrano Uno;4786-5628/29 4788-4846;13;NUÑEZ;-58.456;-34.551
Avda. Pte. Figueroa Alcorta 7597;Inst. River Plate;I River Plate;4788-1221/1182;13;BELGRANO;-58.4494;-34.5464
Moldes 1764;Inst. San Cayetano;I San Cayetano;4783-0889/5900;13;BELGRANO;-58.4568;-34.5669
Avda. del Libertador 6796;Escuela Técnica Ort 02;ET Ort 02;4789-6500/24;13;NUÑEZ;-58.4546;-34.5506
Núñez 2776;Escuela de la Aldea;Esc de la Aldea;4702-8042;13;NUÑEZ;-58.4707;-34.552
11 de Septiembre de 1888 3168;Aula XXI;Aula XXI;4701-2919/3533;13;NUÑEZ;-58.4591;-34.549
Avda. del Libertador 6796;Inst. de Tecnología Ort 02;I de Tecnología Ort 02;4789-6500;13;NUÑEZ;-58.4546;-34.5506
Vuelta de Obligado 3723;Inst. Propuesta Actual;I Propuesta Actual;4702-6663/4198;13;NUÑEZ;-58.4677;-34.5473
Crámer 1222;Inst. Aequalis;I Aequalis;4554-0771;13;COLEGIALES;-58.4522;-34.5716
Montañeses 2759;Oxford School;Oxford School;4788-2925 4787-0386;13;BELGRANO;-58.4539;-34.5515
3 de Febrero 1730;Inst. Privado San Martín de los Campos (anexo);I Priv San Martín de los Campos (a);4780-2050/2060;13;BELGRANO;-58.4491;-34.5628
